주문번호,주문일자,배송일자,배송방식,고객번호,고객이름,고객구분,국가,권역,시/도,시/군/구,제품번호,제품명,분류1,분류2,매출,판매량,할인율,수익,반품여부,수익률
CA-2021-162474,2021-03-13,2021-03-16,특급배송,FH-14275,백덕수,기업고객,대한민국,수도권,경기도,여주시,TEC-PH-10004700,PowerGen Dual USB Car Charger,전자제품,전화기,9682.308,1,0.2,3146.7501,No,32.5
CA-2019-130848,2019-10-25,2019-10-25,당일배송,DG-13300,민이슬,기업고객,대한민국,수도권,경기도,과천시,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,가구,의자,705500.064,8,0.2,-35275.0031999999,No,-4.999999999999985
CA-2018-125997,2018-09-20,2018-09-23,특급배송,MW-18220,임백천,개인고객,대한민국,영남,경상북도,청송군,TEC-PH-10003484,Ooma Telo VoIP Home Phone System,전자제품,전화기,763184.425,5,0.0,190796.10625,No,25.0
CA-2018-125997,2018-09-20,2018-09-23,특급배송,MW-18220,임백천,개인고객,대한민국,영남,경상북도,청송군,FUR-CH-10001394,Global Leather Executive Chair,가구,의자,765403.893,2,0.1,170089.754,No,22.222222222222218
CA-2018-125997,2018-09-20,2018-09-23,특급배송,MW-18220,임백천,개인고객,대한민국,영남,경상북도,청송군,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,가구,책장,971099.632,2,0.2,-12138.7454000001,No,-1.2500000000000102
CA-2018-125997,2018-09-20,2018-09-23,특급배송,MW-18220,임백천,개인고객,대한민국,영남,경상북도,청송군,OFF-LA-10002762,Avery 485,사무용품,라벨류,91080.57,6,0.0,42807.8679,No,46.99999999999999
CA-2018-125997,2018-09-20,2018-09-23,특급배송,MW-18220,임백천,개인고객,대한민국,영남,경상북도,청송군,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,사무용품,집기비품,37532.27,1,0.0,9758.3902,No,26.0
CA-2018-125997,2018-09-20,2018-09-23,특급배송,MW-18220,임백천,개인고객,대한민국,영남,경상북도,청송군,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,전자제품,전화기,1635415.965,9,0.0,801353.82285,No,49.0
CA-2020-103128,2020-11-11,2020-11-15,일반배송,SC-20845,하종석,개인고객,대한민국,수도권,서울특별시,도봉구,OFF-AR-10003394,Newell 332,사무용품,필기구,17096.688,6,0.2,1495.9602,No,8.75
CA-2019-167696,2019-09-16,2019-09-21,일반배송,BD-11500,김지일,개인고객,대한민국,영남,울산광역시,울주군,OFF-EN-10001539,Staple envelope,사무용품,봉투류,37701.88,4,0.0,17719.8836,No,47.00000000000001
CA-2018-159814,2018-06-24,2018-06-28,일반배송,LP-17080,우희수,개인고객,대한민국,호남,전라북도,전주시,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,가구,가구소품,5175.528,2,0.2,1164.4938,No,22.499999999999996
CA-2020-105459,2020-08-12,2020-08-17,빠른배송,NP-18700,전성기,개인고객,대한민국,호남,전라북도,전주시,FUR-TA-10001095,Chromcraft Round Conference Tables,가구,책상,253382.802,2,0.4,-80237.8873,No,-31.66666666666667
CA-2020-105459,2020-08-12,2020-08-17,빠른배송,NP-18700,전성기,개인고객,대한민국,호남,전라북도,전주시,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,사무용품,수납제품,1927520.73,6,0.0,346953.7314,No,18.0
CA-2021-141663,2021-04-13,2021-04-17,일반배송,DP-13105,문주만,기업고객,대한민국,수도권,서울특별시,마포구,OFF-FA-10004076,Translucent Push Pins by OIC,사무용품,집게류,9595.08,5,0.2,2038.9545,No,21.25
CA-2018-152618,2018-03-14,2018-03-17,특급배송,RB-19465,조채아,홈오피스,대한민국,제주,제주특별자치도,제주시,TEC-MA-10003626,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,전자제품,사무기기,696503.465,2,0.3,189050.9405,No,27.142857142857146
CA-2018-152618,2018-03-14,2018-03-17,특급배송,RB-19465,조채아,홈오피스,대한민국,제주,제주특별자치도,제주시,OFF-PA-10001215,Xerox 1963,사무용품,종이류,10234.752,2,0.2,3198.36,No,31.25
CA-2021-162789,2021-09-22,2021-09-24,빠른배송,LC-17140,원철규,개인고객,대한민국,수도권,경기도,용인시,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,전자제품,컴퓨터소품,1297516.5,9,0.0,207602.64,No,16.0
CA-2021-162789,2021-09-22,2021-09-24,빠른배송,LC-17140,원철규,개인고객,대한민국,수도권,경기도,용인시,FUR-FU-10004864,Eldon 500 Class Desk Accessories,가구,가구소품,14622.805,1,0.0,4825.52565,No,32.99999999999999
US-2021-110149,2021-12-10,2021-12-13,특급배송,WB-21850,홍희윤,개인고객,대한민국,수도권,경기도,화성시,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,사무용품,바인더,3965.2395,1,0.7,-3040.01695,No,-76.66666666666667
US-2021-110149,2021-12-10,2021-12-13,특급배송,WB-21850,홍희윤,개인고객,대한민국,수도권,경기도,화성시,FUR-FU-10001475,"Contract Clock, 14"", Brown",가구,가구소품,106515.08,5,0.2,18640.139,No,17.5
CA-2020-108959,2020-03-10,2020-03-14,빠른배송,MH-17785,이동탁,기업고객,대한민국,수도권,인천광역시,연수구,OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",사무용품,수납제품,126839.204,1,0.2,7927.45025,No,6.25
CA-2019-164777,2019-01-27,2019-01-29,특급배송,SC-20305,차혜민,개인고객,대한민국,영남,부산광역시,동래구,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,가구,의자,3396949.08,5,0.2,0.0,No,0.0
CA-2020-132017,2020-09-26,2020-09-27,특급배송,MH-17620,윤은경,기업고객,대한민국,수도권,경기도,안성시,OFF-BI-10004001,GBC Recycled VeloBinder Covers,사무용품,바인더,8257.584,2,0.8,-14037.8928,No,-169.99999999999997
CA-2019-127824,2019-10-18,2019-10-22,일반배송,JC-15775,신기덕,개인고객,대한민국,수도권,인천광역시,서구,TEC-PH-10004094,Motorola L703CM,전자제품,전화기,302371.016,2,0.2,18898.1885,No,6.25
CA-2019-127824,2019-10-18,2019-10-22,일반배송,JC-15775,신기덕,개인고객,대한민국,수도권,인천광역시,서구,OFF-PA-10001184,Xerox 1903,사무용품,종이류,21734.31,3,0.0,10649.8119,No,49.0
CA-2019-127824,2019-10-18,2019-10-22,일반배송,JC-15775,신기덕,개인고객,대한민국,수도권,인천광역시,서구,FUR-FU-10002505,Eldon 100 Class Desk Accessories,가구,가구소품,12248.265,3,0.0,3919.4448,No,32.0
CA-2018-148285,2018-10-27,2018-11-01,일반배송,RD-19810,지호경,홈오피스,대한민국,수도권,서울특별시,강북구,OFF-PA-10001166,Xerox 2,사무용품,종이류,12560.832,2,0.2,4396.2912,No,35.0
CA-2018-148285,2018-10-27,2018-11-01,일반배송,RD-19810,지호경,홈오피스,대한민국,수도권,서울특별시,강북구,OFF-PA-10000349,Easy-staple paper,사무용품,종이류,14479.848,3,0.2,4886.9487,No,33.75
CA-2021-152926,2021-10-02,2021-10-04,빠른배송,SC-20695,최주현,기업고객,대한민국,영남,경상북도,영주시,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,사무용품,집기비품,18443.876,2,0.8,-47031.8838,No,-255.00000000000003
CA-2021-152926,2021-10-02,2021-10-04,빠른배송,SC-20695,최주현,기업고객,대한민국,영남,경상북도,영주시,OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,사무용품,집기비품,26633.616,6,0.8,-67915.7208,No,-254.99999999999997
CA-2018-145254,2018-07-23,2018-07-27,일반배송,NC-18535,장성혜,기업고객,대한민국,수도권,경기도,이천시,TEC-PH-10000441,VTech DS6151,전자제품,전화기,732657.048,6,0.2,73265.7048000001,No,10.000000000000012
CA-2018-145254,2018-07-23,2018-07-27,일반배송,NC-18535,장성혜,기업고객,대한민국,수도권,경기도,이천시,OFF-SU-10004664,Acme Softgrip Scissors,사무용품,문구류,49308.05,5,0.0,14299.3345,No,28.999999999999996
CA-2018-145254,2018-07-23,2018-07-27,일반배송,NC-18535,장성혜,기업고객,대한민국,수도권,경기도,이천시,TEC-PH-10004531,AT&T CL2909,전자제품,전화기,366328.524,3,0.2,45791.0655,No,12.5
CA-2018-145254,2018-07-23,2018-07-27,일반배송,NC-18535,장성혜,기업고객,대한민국,수도권,경기도,이천시,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,전자제품,컴퓨터소품,54517.5,3,0.0,5996.925,No,11.0
CA-2018-116246,2018-09-12,2018-09-17,빠른배송,LW-17215,유경호,개인고객,대한민국,호남,전라남도,장흥군,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,가구,의자,4585881.258,6,0.1,509542.362,No,11.11111111111111
CA-2020-160479,2020-09-15,2020-09-20,일반배송,AH-10585,구민서,개인고객,대한민국,호남,광주광역시,동구,OFF-AR-10002445,SANFORD Major Accent Highlighters,사무용품,필기구,42887.1,5,0.0,16297.098,No,38.0
CA-2018-167486,2018-11-27,2018-12-01,일반배송,JO-15145,소인희,기업고객,대한민국,충청,충청북도,충주시,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,가구,가구소품,242178.85,5,0.0,48435.77,No,20.0
CA-2018-152100,2018-05-11,2018-05-16,일반배송,VW-21775,홍하영,기업고객,대한민국,수도권,경기도,포천시,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,가구,의자,1469501.04,8,0.3,-83971.4879999999,No,-5.714285714285707
CA-2019-166219,2019-08-28,2019-09-01,일반배송,BP-11185,김민경,기업고객,대한민국,영남,울산광역시,중구,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,전자제품,전화기,1332601.54,5,0.2,99945.1154999999,No,7.499999999999993
CA-2019-166219,2019-08-28,2019-09-01,일반배송,BP-11185,김민경,기업고객,대한민국,영남,울산광역시,중구,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,가구,책상,125367.2315,1,0.3,-19700.56495,No,-15.714285714285714
CA-2019-111864,2019-06-19,2019-06-19,당일배송,PP-18955,정소율,홈오피스,대한민국,수도권,서울특별시,동작구,OFF-LA-10004677,Self-Adhesive Address Labels for Typewriters with Dispenser Box,사무용품,라벨류,7152.696,2,0.2,2414.0349,No,33.75
CA-2019-119627,2019-08-17,2019-08-23,일반배송,SC-20725,최중민,개인고객,대한민국,영남,경상남도,함안군,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,전자제품,컴퓨터소품,36441.92,2,0.2,-6377.336,No,-17.5
CA-2019-119627,2019-08-17,2019-08-23,일반배송,SC-20725,최중민,개인고객,대한민국,영남,경상남도,함안군,OFF-PA-10001937,Xerox 21,사무용품,종이류,43962.912,7,0.2,15387.0192,No,35.0
CA-2019-119627,2019-08-17,2019-08-23,일반배송,SC-20725,최중민,개인고객,대한민국,영남,경상남도,함안군,OFF-AR-10000203,Newell 336,사무용품,필기구,12444.528,3,0.2,1400.0094,No,11.249999999999998
CA-2019-119627,2019-08-17,2019-08-23,일반배송,SC-20725,최중민,개인고객,대한민국,영남,경상남도,함안군,TEC-AC-10001142,First Data FD10 PIN Pad,전자제품,컴퓨터소품,306267.2,4,0.2,-38283.4,No,-12.5
CA-2019-160787,2019-09-25,2019-09-25,당일배송,BM-11785,나혜원,개인고객,대한민국,수도권,서울특별시,중구,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",사무용품,바인더,3569.079,2,0.7,-2498.3553,No,-70.0
CA-2021-107853,2021-05-26,2021-05-31,일반배송,CD-11920,남석주,개인고객,대한민국,수도권,경기도,성남시,OFF-PA-10000520,Xerox 201,사무용품,종이류,15701.04,2,0.0,7536.4992,No,48.0
CA-2021-126144,2021-07-31,2021-08-05,일반배송,GM-14680,서선엽,개인고객,대한민국,영남,부산광역시,사하구,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,전자제품,전화기,345975.324,4,0.4,-69195.0648,No,-19.999999999999996
US-2018-154655,2018-10-12,2018-10-17,일반배송,BP-11050,권효민,기업고객,대한민국,호남,전라북도,전주시,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",사무용품,문구류,26943.76,2,0.2,3031.173,No,11.25
CA-2018-100391,2018-05-25,2018-05-29,일반배송,BW-11065,권효영,개인고객,대한민국,수도권,서울특별시,서초구,OFF-PA-10001471,Strathmore Photo Frame Cards,사무용품,종이류,17712.13,2,0.0,8147.5798,No,46.0
CA-2018-165477,2018-12-29,2018-12-31,빠른배송,RE-19405,조익현,개인고객,대한민국,충청,충청남도,보령시,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,사무용품,집기비품,58588.14,5,0.2,7323.51749999999,No,12.499999999999984
CA-2021-165904,2021-04-07,2021-04-11,일반배송,HR-14770,서정진,홈오피스,대한민국,수도권,경기도,용인시,OFF-AR-10003156,50 Colored Long Pencils,사무용품,필기구,19694.144,2,0.2,1477.0608,No,7.5
CA-2021-165904,2021-04-07,2021-04-11,일반배송,HR-14770,서정진,홈오피스,대한민국,수도권,경기도,용인시,TEC-PH-10000576,AT&T 1080 Corded phone,전자제품,전화기,265541.416,2,0.2,23234.8739,No,8.749999999999998
CA-2019-104052,2019-03-01,2019-03-02,특급배송,TP-21565,현기민,기업고객,대한민국,강원,강원도,고성군,TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,전자제품,전화기,116110.16,4,0.2,42089.933,No,36.25
CA-2019-168277,2019-05-29,2019-06-03,일반배송,KB-16315,안보규,개인고객,대한민국,수도권,서울특별시,성북구,OFF-LA-10004484,Avery 476,사무용품,라벨류,15010.485,3,0.0,6904.8231,No,46.0
CA-2020-158617,2020-09-22,2020-09-28,일반배송,AC-10660,구용성,개인고객,대한민국,수도권,서울특별시,동작구,OFF-PA-10002245,Xerox 1895,사무용품,종이류,43468.62,6,0.0,19560.879,No,45.0
CA-2021-136882,2021-05-27,2021-06-03,일반배송,DN-13690,박정호,개인고객,대한민국,수도권,경기도,시흥시,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",가구,가구소품,578248.95,5,0.0,167692.1955,No,29.000000000000004
US-2020-148957,2020-09-17,2020-09-23,일반배송,CC-12430,도재섭,홈오피스,대한민국,강원,강원도,속초시,OFF-LA-10002195,Avery 481,사무용품,라벨류,14925.68,4,0.0,7164.3264,Yes,48.0
CA-2018-140032,2018-09-08,2018-09-13,일반배송,TS-21340,허수진,개인고객,대한민국,영남,경상남도,창원시,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",사무용품,바인더,10428.592,2,0.2,3650.0072,No,35.0
CA-2021-145506,2021-06-03,2021-06-07,일반배송,MO-17800,이병국,홈오피스,대한민국,영남,대구광역시,동구,OFF-ST-10004963,Eldon Gobal File Keepers,사무용품,수납제품,165078.99,9,0.0,6603.15959999999,No,3.999999999999994
CA-2019-129546,2019-09-28,2019-10-05,일반배송,RP-19855,진라희,기업고객,대한민국,수도권,경기도,양평군,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",사무용품,집기비품,225520.725,3,0.0,67656.2175,No,30.0
CA-2019-129546,2019-09-28,2019-10-05,일반배송,RP-19855,진라희,기업고객,대한민국,수도권,경기도,양평군,OFF-BI-10004001,GBC Recycled VeloBinder Covers,사무용품,바인더,99091.008,6,0.2,32204.5776,No,32.5
CA-2019-129546,2019-09-28,2019-10-05,일반배송,RP-19855,진라희,기업고객,대한민국,수도권,경기도,양평군,OFF-SU-10004884,Acme Galleria Hot Forged Steel Scissors with Colored Handles,사무용품,문구류,57170.685,3,0.0,16579.49865,No,29.000000000000004
CA-2019-129546,2019-09-28,2019-10-05,일반배송,RP-19855,진라희,기업고객,대한민국,수도권,경기도,양평군,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,전자제품,전화기,44563.816,2,0.2,-10026.8586,No,-22.5
CA-2020-140977,2020-06-16,2020-06-19,빠른배송,JL-15175,소주현,홈오피스,대한민국,수도권,경기도,양주시,TEC-MA-10003493,Penpower WorldCard Pro Card Scanner,전자제품,사무기기,110821.9625,1,0.5,-2216.43924999999,No,-1.9999999999999911
CA-2021-151855,2021-05-27,2021-06-03,일반배송,BW-11110,김경채,기업고객,대한민국,수도권,경기도,파주시,TEC-AC-10002380,Sony 8GB Class 10 Micro SDHC R40 Memory Card,전자제품,컴퓨터소품,32943.108,3,0.2,411.788849999996,No,1.2499999999999878
CA-2021-151855,2021-05-27,2021-06-03,일반배송,BW-11110,김경채,기업고객,대한민국,수도권,경기도,파주시,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",사무용품,바인더,14610.69,5,0.7,-12175.575,No,-83.33333333333334
CA-2018-138240,2018-10-09,2018-10-14,일반배송,SJ-20500,최영롱,개인고객,대한민국,수도권,서울특별시,종로구,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,사무용품,필기구,175182.9,3,0.0,50803.041,No,28.999999999999996
CA-2018-138240,2018-10-09,2018-10-14,일반배송,SJ-20500,최영롱,개인고객,대한민국,수도권,서울특별시,종로구,TEC-PH-10002583,iOttie HLCRIO102 Car Mount,전자제품,전화기,19374.308,1,0.2,-3632.68275,No,-18.75
CA-2018-101833,2018-11-17,2018-11-22,빠른배송,FG-14260,백다솜,홈오피스,대한민국,충청,충청남도,논산시,OFF-PA-10003591,Southworth 100% Cotton The Best Paper,사무용품,종이류,41724.06,3,0.0,20862.03,No,50.0
CA-2018-100867,2018-10-19,2018-10-24,일반배송,EH-14125,배재민,홈오피스,대한민국,영남,부산광역시,금정구,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,전자제품,전화기,389560.248,6,0.2,24347.5155,Yes,6.25
US-2021-109610,2021-11-25,2021-11-30,빠른배송,BS-11590,김희준,기업고객,대한민국,수도권,경기도,광명시,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,가구,의자,850424.54,2,0.0,204101.8896,No,24.0
CA-2018-156545,2018-02-27,2018-03-03,특급배송,JS-16030,신현숙,개인고객,대한민국,수도권,서울특별시,영등포구,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,사무용품,필기구,23570.944,4,0.2,4124.9152,No,17.5
CA-2018-109127,2018-12-21,2018-12-25,일반배송,JC-15775,신기덕,개인고객,대한민국,수도권,인천광역시,서구,OFF-LA-10004409,Avery 492,사무용품,라벨류,20934.72,6,0.0,9629.9712,No,46.0
CA-2020-126858,2020-11-19,2020-11-23,일반배송,JM-15265,손소유,기업고객,대한민국,강원,강원도,철원군,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,가구,가구소품,38719.54,2,0.0,1935.977,No,5.0
CA-2021-102925,2021-11-05,2021-11-10,빠른배송,CD-12280,노태연,개인고객,대한민국,호남,전라남도,순천시,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,사무용품,바인더,199519.512,6,0.2,67337.8353,No,33.75000000000001
CA-2021-102925,2021-11-05,2021-11-10,빠른배송,CD-12280,노태연,개인고객,대한민국,호남,전라남도,순천시,FUR-TA-10003469,Balt Split Level Computer Training Table,가구,책상,201714.75,2,0.4,-80685.9,No,-40.0
CA-2021-102925,2021-11-05,2021-11-10,빠른배송,CD-12280,노태연,개인고객,대한민국,호남,전라남도,순천시,OFF-PA-10001870,Xerox 202,사무용품,종이류,15701.04,2,0.0,7536.4992,No,48.0
CA-2021-102925,2021-11-05,2021-11-10,빠른배송,CD-12280,노태연,개인고객,대한민국,호남,전라남도,순천시,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",사무용품,종이류,134428.04,2,0.0,64525.4592,No,47.99999999999999
CA-2021-102925,2021-11-05,2021-11-10,빠른배송,CD-12280,노태연,개인고객,대한민국,호남,전라남도,순천시,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,전자제품,전화기,121125.77,2,0.0,4845.03079999998,No,3.9999999999999836
CA-2021-102925,2021-11-05,2021-11-10,빠른배송,CD-12280,노태연,개인고객,대한민국,호남,전라남도,순천시,OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,사무용품,바인더,13840.176,1,0.2,4498.0572,No,32.5
CA-2021-102925,2021-11-05,2021-11-10,빠른배송,CD-12280,노태연,개인고객,대한민국,호남,전라남도,순천시,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,가구,의자,155222.226,2,0.1,29319.7538,No,18.88888888888889
CA-2021-102925,2021-11-05,2021-11-10,빠른배송,CD-12280,노태연,개인고객,대한민국,호남,전라남도,순천시,FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",가구,가구소품,122846.1,5,0.0,46681.518,No,37.99999999999999
CA-2019-100818,2019-05-31,2019-06-05,빠른배송,JM-15265,손소유,기업고객,대한민국,강원,강원도,철원군,OFF-LA-10000443,Avery 501,사무용품,라벨류,7152.696,2,0.2,2414.0349,No,33.75
CA-2019-100818,2019-05-31,2019-06-05,빠른배송,JM-15265,손소유,기업고객,대한민국,강원,강원도,철원군,OFF-PA-10001125,Xerox 1988,사무용품,종이류,210180.712,7,0.2,65681.4725,No,31.25
CA-2019-100818,2019-05-31,2019-06-05,빠른배송,JM-15265,손소유,기업고객,대한민국,강원,강원도,철원군,FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",가구,가구소품,62464.94,2,0.6,-74957.928,No,-120.0
CA-2019-100818,2019-05-31,2019-06-05,빠른배송,JM-15265,손소유,기업고객,대한민국,강원,강원도,철원군,OFF-BI-10004364,Storex Dura Pro Binders,사무용품,바인더,4317.786,3,0.8,-7556.1255,No,-175.0
CA-2018-126193,2018-09-07,2018-09-14,일반배송,SS-20410,최범재,개인고객,대한민국,호남,전라남도,곡성군,OFF-FA-10000936,Acco Hot Clips Clips to Go,사무용품,집게류,15943.34,5,0.2,4982.29375,No,31.25
CA-2018-126193,2018-09-07,2018-09-14,일반배송,SS-20410,최범재,개인고객,대한민국,호남,전라남도,곡성군,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,사무용품,바인더,4637.622,3,0.8,-7883.9574,No,-170.0
CA-2018-126193,2018-09-07,2018-09-14,일반배송,SS-20410,최범재,개인고객,대한민국,호남,전라남도,곡성군,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,사무용품,바인더,369495.385,5,0.8,-646616.92375,No,-174.99999999999997
CA-2021-150504,2021-11-06,2021-11-12,일반배송,HG-14845,서혁,개인고객,대한민국,호남,광주광역시,서구,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",사무용품,수납제품,22000.84,2,0.2,2200.084,No,10.0
CA-2019-158351,2019-06-20,2019-06-24,빠른배송,BC-11125,김광철,홈오피스,대한민국,영남,경상북도,김천시,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,전자제품,컴퓨터소품,387660.616,2,0.2,111452.4271,No,28.750000000000004
CA-2018-122679,2018-07-22,2018-07-28,일반배송,AB-10255,강희수,홈오피스,대한민국,제주,제주특별자치도,제주시,OFF-AR-10004757,Crayola Colored Pencils,사무용품,필기구,23842.32,6,0.0,7867.9656,No,33.0
CA-2020-164770,2020-12-02,2020-12-04,빠른배송,MY-18295,임영수,기업고객,대한민국,수도권,서울특별시,성북구,FUR-BO-10003893,Sauder Camden County Collection Library,가구,책장,947228.236,10,0.32,-167157.924,No,-17.64705882352941
CA-2020-164770,2020-12-02,2020-12-04,빠른배송,MY-18295,임영수,기업고객,대한민국,수도권,서울특별시,성북구,OFF-PA-10003893,Xerox 1962,사무용품,종이류,37333.584,9,0.2,11666.745,No,31.25
CA-2021-130505,2021-10-12,2021-10-12,당일배송,NF-18385,임지후,개인고객,대한민국,수도권,경기도,광주시,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",가구,책상,815756.256,3,0.3,-93229.2864,No,-11.428571428571427
US-2021-125213,2021-12-11,2021-12-13,특급배송,NB-18655,전민정,기업고객,대한민국,강원,강원도,속초시,OFF-FA-10001561,Stockwell Push Pins,사무용품,집게류,7923.21,3,0.0,2614.6593,No,32.99999999999999
CA-2019-156566,2019-10-01,2019-10-04,특급배송,EM-13960,반하율,개인고객,대한민국,수도권,서울특별시,종로구,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,전자제품,전화기,693947.2,2,0.2,60720.38,No,8.75
US-2020-102232,2020-08-05,2020-08-11,일반배송,MF-17665,윤혜진,기업고객,대한민국,수도권,경기도,오산시,OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",사무용품,필기구,238726.075,7,0.0,71617.8225,No,30.0
CA-2021-111738,2021-01-03,2021-01-07,일반배송,CM-12385,노희도,개인고객,대한민국,충청,충청남도,공주시,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,사무용품,바인더,2449982.528,8,0.2,826869.1032,No,33.75
CA-2021-111738,2021-01-03,2021-01-07,일반배송,CM-12385,노희도,개인고객,대한민국,충청,충청남도,공주시,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,사무용품,필기구,11048.88,3,0.0,3756.6192,No,34.0
CA-2021-163188,2021-11-07,2021-11-07,당일배송,EC-14050,배승지,개인고객,대한민국,영남,경상북도,포항시,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,사무용품,바인더,46230.84,9,0.0,23115.42,No,50.0
CA-2020-105207,2020-01-03,2020-01-08,일반배송,BO-11350,김예성,기업고객,대한민국,영남,부산광역시,부산진구,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",가구,책상,1929737.775,7,0.0,424542.3105,No,22.000000000000004
CA-2020-105207,2020-01-03,2020-01-08,일반배송,BO-11350,김예성,기업고객,대한민국,영남,부산광역시,부산진구,OFF-BI-10004364,Storex Dura Pro Binders,사무용품,바인더,14392.62,2,0.0,6476.679,No,44.99999999999999
US-2020-123610,2020-05-12,2020-05-16,일반배송,VM-21835,홍휘재,개인고객,대한민국,충청,충청남도,계룡시,TEC-AC-10004518,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,전자제품,컴퓨터소품,145380.0,6,0.0,56698.2,No,38.99999999999999
US-2020-123610,2020-05-12,2020-05-16,일반배송,VM-21835,홍휘재,개인고객,대한민국,충청,충청남도,계룡시,OFF-AP-10002222,Staple holder,사무용품,집기비품,10503.705,1,0.0,2836.00035,No,26.999999999999996
CA-2021-118213,2021-11-05,2021-11-07,특급배송,AB-10060,강민호,홈오피스,대한민국,수도권,경기도,의정부시,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",사무용품,종이류,5342.715,1,0.0,2457.6489,No,46.0
CA-2021-118213,2021-11-05,2021-11-07,특급배송,AB-10060,강민호,홈오피스,대한민국,수도권,경기도,의정부시,OFF-PA-10000565,Easy-staple paper,사무용품,종이류,203459.31,3,0.0,99695.0619,No,49.0
CA-2021-118213,2021-11-05,2021-11-07,특급배송,AB-10060,강민호,홈오피스,대한민국,수도권,경기도,의정부시,OFF-PA-10003673,Strathmore Photo Mount Cards,사무용품,종이류,82139.7,10,0.0,37784.262,No,46.0
CA-2020-149237,2020-05-26,2020-05-30,일반배송,CM-12235,노재성,개인고객,대한민국,영남,대구광역시,수성구,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,가구,가구소품,32637.81,3,0.0,13707.8802,No,42.0
